"CCU","Description","Description Group","Supplier","Ownership","Department","Last Seen","Last Seen Date","Test Expiry","Pressure Test Expiry","Disposal Date","Reporting Period"
"SBIU2004789","20'GP","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2004794","20'GP","20' Container","Gorgon Owned","ABU","GGN TA266","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2004808","20'GP","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2004813","20'GP","20' Container","Gorgon Owned","GFP","","NORTH WEST SUPPLY BASE","2024-08-06","","","","2021-08-03"
"SBIU2004829","20'GP","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2004834","20'GP","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2004840","CONTAINER 20FT GENERAL PURPOSE DRY FOOD","","Gorgon Owned","","","Perth Supply Base","2024-11-11","2017-03-01","","","2022-11-28"
"SBIU2004855","20'GP","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU2004860","20'GP","20' Container","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU2004876","20'GP","20' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2004881","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2025-07-21","","","","2021-08-03"
"SBIU2004897","20'GP Storage","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2004900","20'GP","20' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2004916","20'GP","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"SBIU2004921","20'GP","20' Container","Gorgon Owned","GFP","","NATIONAL TOOLS","2024-10-24","","","","2021-08-03"
"SBIU2004937","20'GP","20' Container","Gorgon Owned","GFP","","Perth Supply Base","2024-04-26","","","","2021-08-03"
"SBIU2004942","20'GP","20' Container","Gorgon Owned","ABU","WA Oil","North West Supply Base","2025-12-01","","","","2021-08-03"
"SBIU2004958","20'GP","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2004963","20'GP","20' Container","Gorgon Owned","GFP","GFP","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU2004979","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island MOF","2024-11-09","","","","2021-08-03"
"SBIU2004984","20'GP","20' Container","Gorgon Owned","GFP","GGN TA","NORTH WEST SUPPLY BASE","2024-08-06","","","","2021-08-03"
"SBIU2004990","20'GP","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2008142","20'GP","20' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2036066","20'GP","20' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2056341","20'GP","20' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2100000","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2100015","20'HC","20' High Cube","Gorgon Owned","GFP","","Perth Supply Base","2025-08-05","","","","2021-08-03"
"SBIU2100020","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GGN TA111","Perth Supply Base","2025-09-10","","","","2021-08-03"
"SBIU2100036","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2100041","20FTHIGH","","Gorgon Owned","Gorgon Ops","","NORTH WEST SUPPLY BASE","2022-03-14","","","","2022-12-20"
"SBIU2100057","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2100062","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2100078","20'HC","20' High Cube","Gorgon Owned","GFP","GORGON OPERATIONS","Pickles Auctions - Perth","2025-11-26","","","","2021-08-03"
"SBIU2100083","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2100099","20FT GENERAL PURPOSE","","Gorgon Owned","Gorgon Ops","","North West Supply Base","2025-12-01","","","","2022-12-20"
"SBIU2100102","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GGN TA","BMT KWINANA","2022-04-06","","","","2021-08-03"
"SBIU2100118","20' HIGH CUBE","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-10-06","","","","2022-12-20"
"SBIU2100123","20'HC","20' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2100139","20' HIGH CUBE","","Gorgon Owned","Gorgon Ops","","Chevron Wheatstone","2025-03-28","","","","2022-12-20"
"SBIU2100144","CONTAINER 20FT HIGH CUBE GENERAL PURPOSE DRY FOOD","","Gorgon Owned","","","Perth Supply Base","2023-01-14","2017-03-01","","","2022-11-28"
"SBIU2100150","20'GP","20' Container","Gorgon Owned","GFP","","Perth Supply Base","2022-02-19","","","","2021-08-03"
"SBIU2100165","20'HC","20' High Cube","Gorgon Owned","GFP","GFP","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2100170","20' HIGH CUBE","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-09-22","","","","2022-12-20"
"SBIU2100186","20'HC","20' High Cube","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU2100191","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","UNASSIGNED EMPTY ASSET","Civmec Construction and Engineering","2025-08-27","","","","2021-08-03"
"SBIU2100205","20'HC","20' High Cube","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2100210","CONTAINER 20FT HIGH CUBE GENERAL PURPOSE DRY FOOD","","Gorgon Owned","","","Perth Supply Base","2023-01-14","2017-03-01","","","2022-11-28"
"SBIU2100226","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GGN TA","Barrow Island","2025-12-07","","","","2021-08-03"
"SBIU2100231","20'HC","20' High Cube","Gorgon Owned","GFP","GFP","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU2100247","20' HIGH CUBE","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2022-12-20"
"SBIU2100252","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2100268","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2100273","20'HC","20' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2024-10-10","","","","2021-08-03"
"SBIU2100289","20'HC","20' High Cube","Gorgon Owned","GFP","GFP","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU2100294","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2100308","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Perth Supply Base","2025-12-08","","","","2021-08-03"
"SBIU2100313","20'HC Storage","20' High Cube","Gorgon Owned","GFP","GFP","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU2100329","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2025-10-19","","","","2021-08-03"
"SBIU2100334","20'HC","20' High Cube","Gorgon Owned","GFP","","Chevron Wheatstone","2025-03-28","","","","2021-08-03"
"SBIU2100340","20'HC","20' High Cube","Gorgon Owned","GFP","","QUBE CONTAINER PARK","2025-12-04","","","","2021-08-03"
"SBIU2100355","20'HC","20' High Cube","Gorgon Owned","GFP","Gorgon CO2","Sadleirs Karratha","2025-12-06","","","","2021-08-03"
"SBIU2100360","20'HC","20' High Cube","Gorgon Owned","GFP","","Barrow Island Crane","2024-06-21","","","","2021-08-03"
"SBIU2100376","CONTAINER 20FT HIGH CUBE GENERAL PURPOSE DRY FOOD","","Gorgon Owned","","","Barrow Island MOF","2023-03-31","2017-03-01","","","2022-11-28"
"SBIU2100381","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2100397","20'HC","20' High Cube","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2222224","20'HH Nested Roof","20' Half Height","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2300008","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-12-01","2017-12-01","","","2022-11-28"
"SBIU2300013","CONTAINER 20FT REEFER","","Gorgon Owned","","","Barrow Island MOF","2023-05-01","2017-10-01","","","2022-11-28"
"SBIU2300029","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2021-01-11","","","","2022-12-20"
"SBIU2300034","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2021-03-25","","","","2022-12-20"
"SBIU2300060","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-09-12","2016-01-01","","","2022-11-28"
"SBIU2300076","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU2300081","20FT","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-10-29","","","","2022-12-20"
"SBIU2300084","20'RF","","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"SBIU2300100","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2022-08-05","","","","2022-12-20"
"SBIU2300158","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-12-08","2017-09-01","","","2022-11-28"
"SBIU2300163","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2022-12-20"
"SBIU2300179","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island MOF","2023-11-13","","","","2021-08-03"
"SBIU2300184","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Dampier","2020-11-27","","","","2021-08-03"
"SBIU2300190","CONTAINER 20FT REEFER","","Gorgon Owned","","","Barrow Island MOF","2023-11-01","2015-10-01","","","2022-11-28"
"SBIU2300203","20'REEFER STORAGE","20' Reefer","Gorgon Owned","GFP","","Perth Supply Base","2025-12-08","","","","2021-08-03"
"SBIU2300224","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Dampier","2020-11-27","","","","2021-08-03"
"SBIU2300245","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-16","","","","2022-12-20"
"SBIU2300250","20FT GENERAL PURPOSE","","Gorgon Owned","Gorgon Ops","","Disposal Contractor","2021-11-07","","","2021-11-08","2022-12-20"
"SBIU2300266","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island MOF","2023-06-29","","","","2021-08-03"
"SBIU2300271","CONTAINER 20FT REEFER","","Gorgon Owned","","","Barrow Island MOF","2025-11-21","2017-05-01","","","2022-11-28"
"SBIU2300287","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU2300292","20FT","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-12-01","","","","2022-12-20"
"SBIU2300306","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-09-01","","","","2021-08-03"
"SBIU2300311","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island Crane","2025-07-20","","","","2021-08-03"
"SBIU2300332","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Disposal Contractor","2021-11-07","","","2021-11-08","2022-12-20"
"SBIU2300348","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-12-08","2017-05-01","","","2022-11-28"
"SBIU2300353","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF (MOF - MCB)","2021-09-20","","","","2022-12-20"
"SBIU2300374","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-09-30","","","","2021-08-03"
"SBIU2300380","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2023-12-01","","","","2021-08-03"
"SBIU2300395","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-24","","","","2022-12-20"
"SBIU2300409","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-09-12","","","","2021-08-03"
"SBIU2300414","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","UN","Dampier","2025-12-08","","","","2021-08-03"
"SBIU2300420","20'REEFER STORAGE","20' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU2300435","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-09-22","","","","2021-08-03"
"SBIU2300440","CONTAINER 20FT REEFER","","Gorgon Owned","","",,"","2017-05-01","","","2022-11-28"
"SBIU2300456","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier Supply Base - Area C","2019-05-25","","","","2022-12-20"
"SBIU2300461","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-16","","","","2022-12-20"
"SBIU2300477","CONTAINER 20FT REEFER DG","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island MOF","2022-10-30","","","","2021-08-03"
"SBIU2300482","20FT","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-11-25","","","","2022-12-20"
"SBIU2300498","20'REEFER STORAGE","20' Reefer","Gorgon Owned","GFP","","Barrow Island Crane","2025-09-02","","","","2021-08-03"
"SBIU2300501","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2021-02-12","","","","2022-12-20"
"SBIU2300522","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","","Perth Supply Base","2023-05-11","","","","2021-08-03"
"SBIU2300538","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2021-01-27","","","","2021-08-03"
"SBIU2300543","CONTAINER 20FT REEFER","","Gorgon Owned","","","Barrow Island MOF","2023-11-13","2017-05-01","","","2022-11-28"
"SBIU2300559","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-08-14","","","","2021-08-03"
"SBIU2300564","20FT","","Gorgon Owned","Gorgon Ops","","FCC/TOLL","2025-12-08","","","","2022-12-20"
"SBIU2300570","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island MOF","2023-11-05","","","","2021-08-03"
"SBIU2300590","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2300604","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-09-01","2017-05-01","","","2022-11-28"
"SBIU2300625","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2025-11-05","","","","2022-12-20"
"SBIU2300651","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-16","","","","2022-12-20"
"SBIU2300667","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2300672","20' REEFER","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-09-08","","","","2022-12-20"
"SBIU2300688","CONTAINER 20FT REEFER","","Gorgon Owned","","","Barrow Island MOF","2023-09-10","2017-05-01","","","2022-11-28"
"SBIU2300693","CONTAINER 20FT REEFER","","Gorgon Owned","","","Dampier","2025-12-04","2017-05-01","","","2022-11-28"
"SBIU2300707","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-16","","","","2022-12-20"
"SBIU2300712","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","FCC/TOLL","2025-12-08","","","","2021-08-03"
"SBIU2300728","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-12-01","","","","2022-11-28"
"SBIU2300733","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2022-12-20"
"SBIU2300749","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2021-05-17","","","","2022-12-20"
"SBIU2300754","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2019-06-16","","","","2022-12-20"
"SBIU2300760","20' REEFER","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-11-18","","","","2022-12-20"
"SBIU2300780","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-12-08","","","","2021-08-03"
"SBIU2300796","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-11-07","","","","2022-12-20"
"SBIU2300800","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-06-04","","","","2022-12-20"
"SBIU2300815","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-09-03","","","","2021-08-03"
"SBIU2300820","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-08-18","","","","2022-12-20"
"SBIU2300836","20FT","","Gorgon Owned","Gorgon Ops","","QUBE CENTRAL","2022-05-27","","","2021-11-08","2022-12-20"
"SBIU2300841","20'REEFER STORAGE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2300857","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island MOF","2024-12-16","","","","2021-08-03"
"SBIU2300862","CONTAINER 20FT REEFER","","Gorgon Owned","","","Barrow Island MOF","2025-12-08","2017-05-01","","","2022-11-28"
"SBIU2300883","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-11-06","2017-05-01","","","2022-11-28"
"SBIU2300902","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-06-06","","","","2021-08-03"
"SBIU2300918","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-07-07","","","","2021-08-03"
"SBIU2300923","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2025-12-08","","","","2022-12-20"
"SBIU2300939","CONTAINER 20FT REEFER","","Gorgon Owned","","","Dampier","2025-12-08","2017-05-01","","","2022-11-28"
"SBIU2300944","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2025-12-05","","","","2022-12-20"
"SBIU2300950","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-16","","","","2022-12-20"
"SBIU2300965","20FT","","Gorgon Owned","Gorgon Ops","","QUBE CENTRAL","2022-05-27","","","2021-11-08","2022-12-20"
"SBIU2300986","20'REEFER STORAGE","20' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU2301004","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2021-05-10","","","","2022-12-20"
"SBIU2301010","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Perth Supply Base","2025-12-01","","","","2021-08-03"
"SBIU2301025","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Disposal Contractor","2021-11-07","","","2021-11-08","2022-12-20"
"SBIU2301030","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","UN","Barrow Island","2025-04-10","","","","2021-08-03"
"SBIU2301067","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-16","","","","2022-12-20"
"SBIU2301072","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2020-11-10","","","","2022-12-20"
"SBIU2301088","20FT","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-07-25","","","","2022-12-20"
"SBIU2301093","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-06-19","","","","2022-11-28"
"SBIU2301112","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-08-05","","","","2022-12-20"
"SBIU2301128","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2021-06-28","","","","2022-12-20"
"SBIU2301154","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2019-06-16","","","","2022-12-20"
"SBIU2301160","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-15","","","","2022-12-20"
"SBIU2301200","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-09-03","2017-05-01","","","2022-11-28"
"SBIU2301215","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island Crane","2025-08-03","","","","2022-12-20"
"SBIU2301262","20' REEFER","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2025-12-01","","","","2022-12-20"
"SBIU2301278","20'REEFER STORAGE","20' Reefer","Gorgon Owned","GFP","","Perth Supply Base","2025-09-15","","","","2021-08-03"
"SBIU2301283","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2021-05-25","","","","2022-12-20"
"SBIU2301299","20FT","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2024-05-31","","","","2022-12-20"
"SBIU2301302","CONTAINER 20FT REEFER","","Gorgon Owned","","","FCC/TOLL","2025-12-08","2017-05-01","","","2022-11-28"
"SBIU2301318","20FT REEFER","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Disposal Contractor","2021-12-05","","","2021-12-06","2021-08-03"
"SBIU2301344","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island MOF","2024-05-31","","","","2021-08-03"
"SBIU2301350","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-08-05","2016-06-01","","","2022-11-28"
"SBIU2301386","20'REEFER - DG Storage","20' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2301410","20' REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2025-12-04","","","","2022-12-20"
"SBIU2301426","20'REEFER STORAGE","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Dampier Supply Base - Area C","2019-07-14","","","","2021-08-03"
"SBIU2301447","20'REEFER STORAGE","20' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU2301452","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2021-06-14","","","","2022-12-20"
"SBIU2301468","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier Supply Base - Area C","2024-02-18","","","","2022-12-20"
"SBIU2301473","CONTAINER 20FT REEFER","","Gorgon Owned","","","Sadleirs Resources","2023-09-08","2017-05-01","","","2022-11-28"
"SBIU2301508","20'REEFER - DG Storage","20' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU2301529","20' REEFER","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-16","","","","2022-12-20"
"SBIU2301534","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2301540","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Disposal Contractor","2021-11-07","","","2021-11-08","2022-12-20"
"SBIU2301555","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Dampier","2021-05-31","","","","2022-12-20"
"SBIU2301560","CONTAINER 20FT REEFER","","Gorgon Owned","","","ERTECH - WANGARA","2023-09-13","2017-05-01","","","2022-11-28"
"SBIU2301581","CONTAINER 20FT REEFER","","Gorgon Owned","","","Perth Supply Base","2025-11-06","2017-05-01","","","2022-11-28"
"SBIU2301597","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2023-09-22","","","","2021-08-03"
"SBIU2301600","CONTAINER 20FT REEFER","","Gorgon Owned","","","Barrow Island MOF","2024-06-23","","","","2022-11-28"
"SBIU2301616","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Disposal Contractor","2021-11-07","","","2021-11-08","2022-12-20"
"SBIU2301637","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","GGN TA","Barrow Island MOF","2024-02-19","","","","2021-08-03"
"SBIU2301663","20'REEFER WASTE","20' Reefer","Gorgon Owned","GFP","","Barrow Island MOF","2022-08-07","","","","2021-08-03"
"SBIU2301684","20' RF","","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2019-05-30","","","","2022-12-20"
"SBIU2301690","20'REEFER FOOD","20' Reefer","Gorgon Owned","GFP","ABU SCM BWI","Disposal Contractor","2021-12-05","","","2021-12-06","2021-08-03"
"SBIU2301703","20FT REEFER","","Gorgon Owned","Gorgon Ops","","Disposal Contractor","2021-11-07","","","2021-11-08","2022-12-20"
"SBIU2301719","20' REEFER","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2023-05-31","","","","2022-12-20"
"SBIU2361679","CONTAINER 20FT REEFER WASTE","20' Reefer","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"SBIU2400007","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Disposal Contractor","2022-02-14","","","2022-02-15","2021-08-03"
"SBIU2400012","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Perth Supply Base","2022-02-19","","","","2021-08-03"
"SBIU2400028","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island MOF","2023-08-21","","","","2021-08-03"
"SBIU2400033","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2400049","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2400054","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","","Barrow Island Crane","2025-11-21","","","","2021-08-03"
"SBIU2400060","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Barrow Island Crane","2025-11-21","","","","2021-08-03"
"SBIU2400075","20'FR BOLS Storage","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400080","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400096","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
