"CCU","Description","Description Group","Supplier","Ownership","Department","Last Seen","Last Seen Date","Test Expiry","Pressure Test Expiry","Disposal Date","Reporting Period"
"SBIU2400100","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island MOF","2023-08-21","","","","2021-08-03"
"SBIU2400120","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island Crane","2025-08-03","","","","2021-08-03"
"SBIU2400136","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","","2018-06-08","","","","2021-08-03"
"SBIU2400141","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400157","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400162","20'FR BOLS Storage","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400178","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island Crane","2024-07-27","","","","2021-08-03"
"SBIU2400183","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400199","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400202","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400218","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","","2018-06-08","","","","2021-08-03"
"SBIU2400223","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2400239","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400244","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400250","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400265","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400270","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Perth Supply Base","2023-12-08","","","","2021-08-03"
"SBIU2400286","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400291","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400305","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400310","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island Crane","2025-11-14","","","","2021-08-03"
"SBIU2400326","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Barrow Island Crane","2025-09-14","","","","2021-08-03"
"SBIU2400331","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Dampier Supply Base - Area C","2025-02-17","","","","2021-08-03"
"SBIU2400347","20'FR BOLS Storage","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island Crane","2025-12-08","","","","2021-08-03"
"SBIU2400352","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400368","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","","2018-06-08","","","","2021-08-03"
"SBIU2400373","20'FR BOLS Storage","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island MOF","2023-01-22","","","","2021-08-03"
"SBIU2400389","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400394","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2400408","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400413","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island MOF","2024-08-17","","","","2021-08-03"
"SBIU2400429","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Disposal Contractor","2021-12-05","","","2021-12-06","2021-08-03"
"SBIU2400434","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400455","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400460","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2400476","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400481","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400497","20'FR BOLS","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2400500","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island Crane","2025-06-29","","","","2021-08-03"
"SBIU2400516","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU2400537","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2400542","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2025-11-06","","","","2021-08-03"
"SBIU2400558","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","BOC Gas & Gear - Karratha","2025-08-01","","","","2021-08-03"
"SBIU2400563","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island","2025-11-07","","","","2021-08-03"
"SBIU2400579","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Dampier","2025-05-14","","","","2021-08-03"
"SBIU2400590","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island","2025-09-24","","","","2021-08-03"
"SBIU2400624","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU2400630","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM BWI","Dampier","2025-11-01","","","","2021-08-03"
"SBIU2400650","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2400666","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Dampier Supply Base - Area C","2025-11-11","","","","2021-08-03"
"SBIU2400692","20'FR","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2400706","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2400732","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2400748","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU FE - GORGON","Barrow Island","2025-12-07","","","","2021-08-03"
"SBIU2400753","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2400774","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island MOF","2022-04-25","","","","2021-08-03"
"SBIU2400780","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","NORTH WEST SUPPLY BASE","2024-10-16","","","","2021-08-03"
"SBIU2400795","20'FR","20' Flatrack","Gorgon Owned","GFP","","Cameron Services","2025-10-09","","","","2021-08-03"
"SBIU2400809","20'FR","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","NORTH WEST SUPPLY BASE","2025-09-19","","","","2021-08-03"
"SBIU2400820","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island","2025-07-04","","","","2021-08-03"
"SBIU2400840","20'FR","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Dampier","2025-05-06","","","","2021-08-03"
"SBIU2400861","20'FR Storage","20' Flatrack","Gorgon Owned","GFP","Gorgon CO2","Dampier","2021-03-15","","","","2021-08-03"
"SBIU2400877","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-06-07","","","","2021-08-03"
"SBIU2400882","20'FR","20' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2025-09-28","","","","2021-08-03"
"SBIU2400898","20'FR","20' Flatrack","Gorgon Owned","GFP","Gorgon CO2","Pickles Auctions - Perth","2025-11-28","","","","2021-08-03"
"SBIU2400901","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2400922","20'FR Storage","20' Flatrack","Gorgon Owned","GFP","ABU SCM BWI","CAMCO ENGINEERING","2022-07-05","","","","2021-08-03"
"SBIU2400959","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM BWI",,"","","","","2021-08-03"
"SBIU2400970","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-07-05","","","","2021-08-03"
"SBIU2400985","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2401003","20'FR","20' Flatrack","Gorgon Owned","GFP","GGN TA111","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2401019","20'FR","20' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2024-12-03","","","","2021-08-03"
"SBIU2401024","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-01-09","","","","2021-08-03"
"SBIU2401045","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-02-09","","","","2021-08-03"
"SBIU2401071","20'FR","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2401087","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island","2025-12-09","","","","2021-08-03"
"SBIU2401111","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island Crane","2025-02-06","","","","2021-08-03"
"SBIU2401132","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Schlumberger Kewdale","2025-09-10","","","","2021-08-03"
"SBIU2401148","20'FR","20' Flatrack","Gorgon Owned","GFP","","Perth Supply Base","2025-09-23","","","","2021-08-03"
"SBIU2401153","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-07-05","","","","2021-08-03"
"SBIU2401174","20'FR","20' Flatrack","Gorgon Owned","GFP","","Perth Supply Base","2025-07-03","","","","2021-08-03"
"SBIU2401195","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-10-11","","","","2021-08-03"
"SBIU2401209","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU2401220","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island MOF","2025-12-07","","","","2021-08-03"
"SBIU2401240","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU2401277","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS",,"","","","","2021-08-03"
"SBIU2401301","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","Wheatstone Downstream","2023-02-25","","","","2021-08-03"
"SBIU2401317","20'FR","20' Flatrack","Gorgon Owned","GFP","","Pickles Auctions - Perth","2025-09-22","","","","2021-08-03"
"SBIU2401343","20'FR","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Barrow Island MOF","2023-06-02","","","","2021-08-03"
"SBIU2401359","20'FR","20' Flatrack","Gorgon Owned","GFP","WA Oil","Barrow Island","2025-11-16","","","","2021-08-03"
"SBIU2401385","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","BOC Gas & Gear - Karratha","2022-03-01","","","","2021-08-03"
"SBIU2401390","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island Crane","2025-05-11","","","","2021-08-03"
"SBIU2401404","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2401425","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU2401446","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island Crane","2025-01-27","","","","2021-08-03"
"SBIU2401451","20'FR","20' Flatrack","Gorgon Owned","GFP","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU2401467","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-27","","","","2021-08-03"
"SBIU2401472","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-11-11","","","","2021-08-03"
"SBIU2401488","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-01-10","","","","2021-08-03"
"SBIU2401493","20'FR","20' Flatrack","Gorgon Owned","GFP","GGN TA111","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2401507","20'FR Storage","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Barrow Island","2025-05-22","","","","2021-08-03"
"SBIU2401512","20'FR","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","NORTH WEST SUPPLY BASE","2025-09-19","","","","2021-08-03"
"SBIU2401528","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU2401533","20'FR Storage","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Perth Supply Base","2025-09-16","","","","2021-08-03"
"SBIU2401549","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2025-08-16","","","","2021-08-03"
"SBIU2401554","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island","2025-11-11","","","","2021-08-03"
"SBIU2401560","20'FR Storage","20' Flatrack","Gorgon Owned","GFP","GGN TA","Barrow Island MOF","2025-07-11","","","","2021-08-03"
"SBIU2401596","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2401600","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU FE - GORGON","Pickles Auctions - Perth","2025-10-30","","","","2021-08-03"
"SBIU2401615","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-07-11","","","","2021-08-03"
"SBIU2401620","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","NORTH WEST SUPPLY BASE","2024-10-16","","","","2021-08-03"
"SBIU2401657","20'FR","20' Flatrack","Gorgon Owned","GFP","Gorgon CO2","Barrow Island MOF","2023-11-01","2024-07-01","","","2021-08-03"
"SBIU2401662","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-11-11","","","","2021-08-03"
"SBIU2401683","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU2401699","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","MONADELPHOUS GAP RIDGE","2025-12-03","","","","2021-08-03"
"SBIU2401702","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Halliburton","2025-09-09","","","","2021-08-03"
"SBIU2401718","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2021-12-07","","","","2021-08-03"
"SBIU2401723","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island","2025-11-27","","","","2021-08-03"
"SBIU2401744","20'FR","20' Flatrack","Gorgon Owned","GFP","","Perth Supply Base","2025-09-25","","","","2021-08-03"
"SBIU2401750","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-06-07","","","","2021-08-03"
"SBIU2401765","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-11-03","","","","2021-08-03"
"SBIU2401770","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island","2025-09-25","","","","2021-08-03"
"SBIU2401791","20'FR","20' Flatrack","Gorgon Owned","GFP","","Barrow Island Crane","2025-05-04","","","","2021-08-03"
"SBIU2401805","20'FR","20' Flatrack","Gorgon Owned","GFP","WA Oil","Perth Supply Base","2022-02-19","","","","2021-08-03"
"SBIU2401810","20'FR","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Barrow Island","2025-05-29","","","","2021-08-03"
"SBIU2401831","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM Waste","Barrow Island Crane","2025-11-21","","","","2021-08-03"
"SBIU2401868","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS",,"","","","","2021-08-03"
"SBIU2401873","20'FR","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2401889","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-07-05","","","","2021-08-03"
"SBIU2401913","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","Wheatstone Downstream","2023-09-22","","","","2021-08-03"
"SBIU2401940","20'FR Storage","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2024-05-17","","","","2021-08-03"
"SBIU2401955","20'FR","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Barrow Island","2025-08-06","","","","2021-08-03"
"SBIU2401960","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","Dampier","2025-10-30","","","","2021-08-03"
"SBIU2401976","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-08-03","","","","2021-08-03"
"SBIU2401997","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2025-10-09","","","","2021-08-03"
"SBIU2402000","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM BWI",,"","","","","2021-08-03"
"SBIU2402015","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island","2025-07-27","","","","2021-08-03"
"SBIU2402020","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM Waste","Pickles Auctions - Perth","2025-11-27","","","","2021-08-03"
"SBIU2402036","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Cleanaway - Karratha","2025-09-19","","","","2021-08-03"
"SBIU2402057","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-04-08","","","","2021-08-03"
"SBIU2402062","20'FR","20' Flatrack","Gorgon Owned","GFP","GGN TA111","Cleanaway - Karratha","2025-12-08","","","","2021-08-03"
"SBIU2402078","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","NORTH WEST SUPPLY BASE","2025-06-12","","","","2021-08-03"
"SBIU2402083","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Perth Supply Base","2025-11-10","","","","2021-08-03"
"SBIU2402102","20'FR","20' Flatrack","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU2402118","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU2402123","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","Barrow Island Crane","2025-11-08","","","","2021-08-03"
"SBIU2402139","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU2402144","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","NORTH WEST SUPPLY BASE","2025-09-17","","","","2021-08-03"
"SBIU2402150","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier Supply Base - Area C","2025-11-30","","","","2021-08-03"
"SBIU2402165","20FT FLATRACK","","Gorgon Owned","Gorgon Ops","","Dampier","2019-10-23","","","","2022-12-20"
"SBIU2402170","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island","2025-12-04","","","","2021-08-03"
"SBIU2402186","20'FR","20' Flatrack","Gorgon Owned","GFP","","Barrow Island MOF","2024-03-24","","","","2021-08-03"
"SBIU2402205","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island Crane","2024-08-03","","","","2021-08-03"
"SBIU2402210","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier Supply Base - Area C","2025-12-04","","","","2021-08-03"
"SBIU2402231","20'FR","20' Flatrack","Gorgon Owned","GFP","GGN TA","Dampier Supply Base - Area C","2024-01-25","","","","2021-08-03"
"SBIU2402247","20'FR","20' Flatrack","Gorgon Owned","GFP","GGN TA111","Barrow Island Crane","2025-11-07","","","","2021-08-03"
"SBIU2402252","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-07-05","","","","2021-08-03"
"SBIU2402268","20'FR","20' Flatrack","Gorgon Owned","GFP","","Barrow Island","2025-07-01","","","","2021-08-03"
"SBIU2402273","20'FR","20' Flatrack","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","QUBE CENTRAL","2025-08-22","","","","2021-08-03"
"SBIU2402289","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-01-08","","","","2021-08-03"
"SBIU2402294","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU SCM Waste","Perth Supply Base","2025-09-22","","","","2021-08-03"
"SBIU2402308","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island Crane","2024-07-27","","","","2021-08-03"
"SBIU2402313","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier Supply Base - Area C","2025-11-30","","","","2021-08-03"
"SBIU2402329","20'FR","20' Flatrack","Gorgon Owned","GFP","ABU FE - GORGON","Dampier Supply Base - Area C","2025-10-26","","","","2021-08-03"
"SBIU2402334","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU2402340","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-07-05","","","","2021-08-03"
"SBIU2402355","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-04-08","","","","2021-08-03"
"SBIU2402360","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","","2017-02-09","","","","2021-08-03"
"SBIU2402376","20'FR","20' Flatrack","Gorgon Owned","GFP","GFP","","2017-02-09","","","","2021-08-03"
"SBIU2402381","20'FR","20' Flatrack","Gorgon Owned","GFP","UN","NORTH WEST SUPPLY BASE","2024-10-16","","","","2021-08-03"
"SBIU2402397","20'FR","20' Flatrack","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier Supply Base - Area C","2025-11-21","","","","2021-08-03"
